358479472,358479430
358479472,27305351
1720047803,1720047773
1823533867,258381607
1614923608,1614923630
1614923608,1614923377
1837169013,772793236
1837169013,1707654064
25510417,272460343
25510417,1719348925
1846225952,32277643
1879252668,256816819
25583729,5190833342
25583729,21531275
5190331029,5190331027
5190331029,1156302362
317678662,310928264
317678662,317678441
340769824,122512397
340769824,305079621
122433248,4022654512
122433248,384413646
1833977257,1833977260
323960228,323958022
323960228,323957603
258381766,258373658
1715318068,122501352
1715318068,1694824482
2297586218,2297586220
2297586218,1360051396
305271890,15658380
305271890,305272138
4248834776,6982054156
90577286,295202035
668233,148801155
358156216,490736663
1621321326,364871549
1621321326,738991995
738200856,738201136
738200856,122543467
15713360,286375340
19365035,1614922775
122393798,616243323
122393798,616243332
384347273,384349104
384347273,790301033
1613580518,418030928
1613580518,653721
269460921,269460927
269460921,27463276
414507294,414507492
254035701,789102300
254035701,254035716
322893052,1102603965
311432633,311430989
358479410,316916641
358479410,29546923
1707621405,1707652190
781124165,268541557
1850675762,1832757132
122411751,122411718
122544338,122441092
1846216433,1846218697
1717078781,1357346583
3788555190,3788555176
3788555190,3788555186
20930309,20930311
20930309,358218015
344669342,344669368
122420542,271331894
5902965604,5066371646
5902965604,5066371651
394225936,122425421
394225936,1621320382
292899440,292899231
792165233,1390091757
321151588,1834885351
29546823,26959255
1623240344,803065709
298584760,122680587
298584760,298584750
322927794,384342253
1376737825,1376737826
730766070,775894826
304691084,1614922911
304691084,1966358999
307150735,307145687
364042909,122384064
364042909,5376004285
257669036,1832757532
257669036,1850658454
24960500,20820635
417972842,3939296311
417972842,565420666
249321711,249200850
1614923768,269596308
1614923768,1616603446
660937721,365356793
660937721,122414567
4242569145,414550167
268668944,268668943
268668944,268671512
26454277,1621321864
26454277,1621321879
3842323803,3842323805
3842323803,1694824482
1931511090,1897933883
1931511090,122468070
6592328496,21384125
268902488,268902490
1832757130,1832757142
95306731,6665299321
95306731,95348786
4048341277,4048341278
1831738070,1831738071
1831738070,1712658518
123578212,562826796
663563956,321905852
663563956,342295694
1621321285,364861271
663544796,790299284
663544796,289198104
1955318205,457315312
1955318205,1779417981
25583730,20820633
25583730,358614145
304904138,304904194
304904138,1614656303
122425236,122473143
1715405989,1715406005
1715405989,970860252
38441086,1362370580
38441086,304298034
1834892472,1834892464
1834892472,7099582585
1713348303,1713348263
298174838,565498982
298174838,122546664
304903881,304903936
304903881,38560103
4531241488,4531242691
4531241488,4531242689
1721320430,27305190
672646070,672646088
672646070,1722393505
1839471515,1839471525
1839471515,20972398
308700739,272539604
4785252883,1823548188
7078499998,64222910
6022141506,6022141505
6022141506,1371537402
308170784,4548681919
308170784,4548681921
308700386,308701321
913992959,122448754
913992959,913992972
95312252,7028832372
95312252,95255098
1613371652,317640401
122543467,122396647
1613371599,1613371568
1613371599,1623240148
122498250,2594292694
122498250,2511045176
95312290,95306816
95312290,95687717
1846216475,1846216450
358156179,1107250381
358156179,358155220
338393117,338162665
338393117,247963291
562826760,417988849
632117052,632117066
310501932,25266721
122560290,122560291
1621321858,1621321854
1621321858,2058399312
310936200,3939188059
310936200,36740248
361485474,361490820
1893482885,281652383
1613487058,269635137
122416868,4548681919
122416868,308171543
122506067,122456244
122506067,122506076
1613525121,348127157
323940111,1102599804
323940111,323942046
1714317676,6733497596
1714317676,64425864
122448754,26390319
122448754,913992972
35361224,370197589
122416145,123385799
122416145,663563970
1834913581,1834913602
1834913581,122560290
303155148,298291801
303155148,303155623
1834962231,1834962300
1782812735,1792481533
1782812735,1782812759
912749150,3888150486
912749150,912749746
1546634203,1546634498
6231792098,303169244
6231792098,4028792098
305079963,1715645461
305079963,305080454
7144845098,17040712
203890584,25510426
1836345664,2425825962
458438073,483001710
458438073,122982027
357976332,20930309
6958828258,122512397
6958828258,414967153
1922406189,384403440
359152247,359033574
268541784,310501864
1831591119,122507298
1877394481,303464652
123065291,122818176
123065291,4075548446
123065291,4075548445
313102356,313102331
313102356,313103020
3958751663,3958751664
298154931,18308824
344669368,344669622
344669368,377547510
326559200,1834955819
1613487076,269633216
2490315850,3542584432
417999723,445203162
416794146,2326389096
416794146,416793820
3791077025,405083739
3791077025,3791077054
1719554006,624626574
1719554006,1719553792
4083611262,1836032780
26390301,38426704
26390301,26390305
1717061516,452589520
3581323694,122532412
3581323694,313107855
323577701,364295168
1107250381,1102603344
122439133,1376691474
1623239887,1623239913
1717061537,206191520
591771361,591771380
1316700693,122903667
1316700693,1836023369
358354159,316916411
358354159,27305357
1839471509,322390650
33770001,1734644776
269459338,1530583594
21531273,25583730
321617887,289213946
18154007,361458491
1893482910,122406105
253804748,1841934792
253804748,20955658
194367263,18166123
194367263,344373527
61940801,61940791
353526999,353527208
353526999,122423849
1709543320,122433245
359140648,359140611
359140648,1923406977
1832757132,1832757140
1832757132,2297586220
1316701030,122607024
2351053274,20399963
361132773,1316700826
271270482,1594973995
490736586,358156216
359161484,384419929
1631400144,7097322517
3449933308,1884935755
298043765,298043551
298043765,298044182
298196989,298199885
298196989,564886891
1948568181,122441029
1948568181,122386030
272457829,272458057
272457829,25903392
1621321405,1621321377
611921274,258311285
1837175143,7057464018
1837175143,1837175152
122485379,250639828
682994580,330372757
303169300,303180580
303169300,122493379
2243337007,3736238752
2243337007,2243337011
418008343,32599461
317649804,317642902
317649804,4049747232
739132935,338511724
739132935,739132969
1850685388,1832757105
1850685388,1850685425
1717090179,1717090115
2297586211,1360051396
29546910,546642406
29546910,29546823
317639953,317651179
269571660,269571563
394952908,394952910
394952908,450394715
565420885,417981575
344373527,122563738
344373527,1614655119
1614922937,1966358999
1614922937,1614922824
360955073,360966058
360955073,122568958
359158112,359158303
359158112,359152247
417994969,562627290
417994969,122480287
781124176,781124222
781124176,268170370
268648982,268648983
1836032799,1836031375
122468070,1897933883
122468070,1931511090
317697317,1932462203
317697317,317697348
122420189,568694508
122404539,122404542
122404539,1691679501
305318774,63863673
305318774,305318772
781124210,268170724
3941333543,298146406
3941333543,298145972
36220300,122432605
36220300,36220304
1836020566,1836020577
342296148,342296149
342296148,122847017
1839471549,1839471546
82481755,701954220
82481755,122429472
493139643,332160601
303127641,122446673
303127641,303126285
289257181,289254644
289257181,289257249
1613525134,1613525144
1613525134,279663106
122383554,123323257
122383554,122388590
5192920292,2351743393
565090029,298290746
32599468,417999722
318069335,33088863
3840499447,295527349
258020068,1316700826
6660139115,4060529986
6660139115,332342410
308171543,122416868
308171543,4548681918
272529058,26390278
26666210,592620932
361463277,273607575
361463277,361463014
4035100902,1832755518
317642902,317642127
318204349,2435377493
122406550,122413983
122406550,1891951259
384400573,384379898
122391637,253804712
291676702,291676709
291676702,295205477
122545841,1393035694
23964236,273487635
253273193,303362755
122473943,6791941121
122473943,1862506064
310926664,529374756
1480291339,289193734
414931755,6979474541
1204008519,1204008688
1204008519,323990502
322718557,414967153
122493401,303169352
122493401,122493394
1895161823,1895313663
30185570,367134113
30185570,367134069
1831232676,249321670
1831232676,1896196654
367132727,367132768
111655350,1712608468
115619213,1719553978
1948202795,382650862
298220588,298228902
298220588,298219575
348126854,250745152
806547134,288983261
360957935,25522147
253648935,253648881
253648935,3625871108
322718801,462531326
3845227043,3845227044
3845227043,297838680
1796558172,1154209672
304817018,304699215
1717103535,1717103537
269635137,269988892
269635137,1614922696
123241142,299630245
123241142,123241149
1842282704,281356037
1842282704,1842282705
305416216,25843214
317645896,317640150
418030179,1613324117
353037734,268538332
353037734,268537678
364289154,938898690
122469271,122404696
5226259674,5226259673
5226259674,5377621492
338397795,122898691
338397795,6194250177
361490820,369703081
1621321452,364871344
1154073355,122818176
1154073355,1154073376
1614923067,268645195
1614923067,268645369
1530583759,1839684573
1530583759,253718316
122420325,1893124420
275966978,275966979
282786819,282786969
282786819,282786254
5146392587,123714341
122383162,122383150
122383162,272529058
627837690,1614655108
627837690,344373478
298568672,1728594469
1694151257,1694151366
1694151257,1892233592
122483266,1716782463
3564102150,303604048
317642827,317642902
317642827,4049747232
298044227,298044192
298044227,298044559
1715318022,3840632658
